ensembl_transcript_id,transcript_length
AT3G15780.1,638
AT3G15790.1,1165
AT3G15790.2,1416
AT3G15790.3,1304
AT3G15810.1,1098
AT3G15820.1,1488
AT3G15840.1,1180
AT3G15840.2,966
AT3G15840.3,1020
AT3G15840.4,1053
AT3G15840.5,1179
AT3G15850.1,1789
AT3G15880.1,3874
AT3G15880.2,3975
AT3G15880.3,3750
AT3G15880.4,3832
AT3G15900.1,738
AT3G15940.1,2565
AT3G15940.2,2675
AT3G15950.1,2599
AT3G15950.2,2489
AT3G15950.3,2134
AT3G15950.4,2113
AT3G15950.5,2000
AT3G16000.1,2702
AT3G16060.1,2652
AT3G16080.1,683
AT3G16080.2,1017
AT3G16100.1,989
AT3G16140.1,1300
AT3G16190.1,910
AT3G16220.1,1412
AT3G16220.2,1510
AT3G16240.1,1189
AT3G16250.1,869
AT3G16270.1,2770
AT3G16270.2,2899
AT3G16270.3,2855
AT3G16370.1,1911
AT3G16400.1,1950
AT3G16400.2,1777
AT3G16420.1,1449
AT3G16420.2,1261
AT3G16420.3,1187
AT3G16430.1,1300
AT3G16430.2,1322
AT3G16450.1,1273
AT3G16450.2,1414
AT3G16450.3,1194
AT3G16460.1,2708
AT3G16460.2,2698
AT3G16470.1,1836
AT3G16470.2,1131
AT3G16470.3,2169
AT3G16470.4,1770
AT3G16480.1,2007
AT3G16500.1,2003
AT3G16500.2,1156
AT3G16520.1,1639
AT3G16520.2,1820
AT3G16520.3,2472
AT3G16570.1,1965
AT3G16570.2,675
AT3G16570.3,663
AT3G16630.1,3190
AT3G16630.2,3159
AT3G16640.1,1012
AT3G16660.1,929
AT3G16660.2,1002
AT3G16760.1,2126
AT3G16760.2,1804
AT3G16770.1,1306
AT3G16780.1,1116
AT3G16800.1,1481
AT3G16800.2,1552
AT3G16800.3,1383
AT3G16800.4,1751
AT3G16800.5,1646
AT3G16800.6,1476
AT3G16810.1,2265
AT3G16830.1,3909
AT3G16850.1,1883
AT3G16857.1,2670
AT3G16857.2,2669
AT3G16857.3,2245
AT3G16870.1,1012
AT3G16910.1,2628
AT3G16950.1,2329
AT3G16950.2,2137
AT3G17000.1,1576
AT3G17020.1,903
AT3G17020.2,1236
AT3G17040.1,2246
AT3G17040.2,2054
AT3G17040.3,3041
AT3G17040.4,2153
AT3G17070.1,1424
AT3G17070.2,1649
AT3G17090.1,2126
AT3G17090.2,1629
AT3G17100.1,1598
AT3G17100.2,1516
AT3G17160.1,882
AT3G17170.1,1125
AT3G17210.1,922
AT3G17210.2,887
AT3G17240.1,2208
AT3G17240.3,1908
AT3G17300.1,732
AT3G17300.3,784
AT3G17390.1,1697
AT3G17410.1,1635
AT3G17410.2,2018
AT3G17440.1,1436
AT3G17440.2,1371
AT3G17465.1,1434
AT3G17510.1,2094
AT3G17510.2,2276
AT3G17609.1,558
AT3G17609.2,702
AT3G17609.3,775
AT3G17609.4,657
AT3G17650.1,2498
AT3G17650.2,2487
AT3G17790.1,1658
AT3G17800.1,1682
AT3G17800.2,1700
AT3G17810.1,1969
AT3G17820.1,1554
AT3G17850.1,4620
AT3G17900.1,3064
AT3G17900.2,2919
AT3G17930.1,819
AT3G18035.1,2311
AT3G18035.2,2766
AT3G18040.3,2557
AT3G18040.4,2478
AT3G18050.1,1624
AT3G18060.1,2461
AT3G18080.1,1992
AT3G18130.1,1392
AT3G18140.1,1313
AT3G18140.2,1320
AT3G18165.1,1212
AT3G18190.1,2076
AT3G18210.1,1756
AT3G18210.2,1631
AT3G18215.1,1654
AT3G18215.2,2058
AT3G18230.1,2431
AT3G18280.1,604
AT3G18280.2,698
AT3G18390.1,3126
AT3G18410.1,610
AT3G18420.1,1235
AT3G18430.1,904
AT3G18430.2,1009
AT3G18430.3,914
AT3G18490.1,2205
AT3G18535.1,2010
AT3G18535.2,2258
AT3G18535.3,2024
AT3G18680.1,1322
AT3G18680.2,1249
AT3G18740.1,621
AT3G18780.1,2127
AT3G18780.2,1888
AT3G18780.3,1928
AT3G18790.1,1408
AT3G18820.1,1078
AT3G18830.1,1997
AT3G18860.1,2590
AT3G18860.2,2576
AT3G18890.1,2492
AT3G18940.1,1316
AT3G18990.1,1825
AT3G18990.2,1927
AT3G19000.1,1447
AT3G19000.2,1454
AT3G19010.1,1314
AT3G19010.2,1340
AT3G19010.3,1212
AT3G19010.4,1299
AT3G19030.1,497
AT3G19130.1,1808
AT3G19170.1,3734
AT3G19170.2,3457
AT3G19290.1,1836
AT3G19290.2,1825
AT3G19290.3,1903
AT3G19340.1,1819
AT3G19420.1,2385
AT3G19450.1,1813
AT3G19480.1,2070
AT3G19490.1,2149
AT3G19520.1,1397
AT3G19520.2,1241
AT3G19520.3,1411
AT3G19520.4,1501
AT3G19710.1,1451
AT3G19720.1,2768
AT3G19720.2,2660
AT3G19720.3,2678
AT3G19760.1,1760
AT3G19800.1,971
AT3G19800.2,926
AT3G19810.1,1543
AT3G19810.2,1378
AT3G19820.1,2523
AT3G19820.2,2113
AT3G19820.3,2429
AT3G19860.1,1522
AT3G19860.2,1443
AT3G19860.3,1713
AT3G19900.1,1293
AT3G19900.2,1552
AT3G19910.1,1574
AT3G19930.1,2381
AT3G19930.2,2114
AT3G19950.1,1365
AT3G19950.2,2512
AT3G19950.3,1459
AT3G19980.1,1629
AT3G20000.1,1558
AT3G20000.2,1750
AT3G20050.1,2192
AT3G20060.1,1001
AT3G20100.1,1982
AT3G20230.1,1018
AT3G20290.1,2151
AT3G20290.2,2059
AT3G20290.3,2084
AT3G20300.1,2068
AT3G20310.1,2168
AT3G20320.1,1540
AT3G20320.2,1551
AT3G20320.3,1533
AT3G20330.1,1858
AT3G20330.2,2083
AT3G20370.1,1560
AT3G20370.2,1490
AT3G20390.1,1066
AT3G20390.2,1139
AT3G20470.1,1060
AT3G20500.1,1542
AT3G20510.1,971
AT3G20550.1,1387
AT3G20670.1,664
AT3G20680.1,1127
AT3G20770.1,2448
AT3G20820.1,1586
AT3G20920.1,1338
AT3G20920.2,1335
AT3G20930.1,1938
AT3G20930.2,1451
AT3G21110.1,1747
AT3G21110.2,1840
AT3G21110.3,1667
AT3G21140.1,1810
AT3G21190.1,1855
AT3G21200.1,1185
AT3G21220.1,2406
AT3G21220.2,1843
AT3G21260.3,1190
AT3G21270.1,1360
AT3G21330.1,1814
AT3G21610.1,1162
AT3G21610.2,883
AT3G21670.1,2209
AT3G21690.1,2215
AT3G21720.1,2213
AT3G21750.1,1961
AT3G21760.1,1698
AT3G21790.1,1725
AT3G21865.1,1443
AT3G21870.1,906
AT3G22060.1,1145
AT3G22110.1,1225
AT3G22120.1,1360
AT3G22120.2,1703
AT3G22170.1,2973
AT3G22170.2,3340
AT3G22200.1,1850
AT3G22200.2,1880
AT3G22210.1,597
AT3G22230.1,1062
AT3G22270.1,3639
AT3G22290.1,1624
AT3G22290.2,1788
AT3G22300.1,1089
AT3G22320.1,1005
AT3G22330.1,2338
AT3G22370.1,1764
AT3G22380.1,5757
AT3G22380.2,5487
AT3G22380.3,5673
AT3G22440.1,2185
AT3G22480.1,869
AT3G22480.2,602
AT3G22520.1,3170
AT3G22530.1,1032
AT3G22630.1,872
AT3G22660.1,1180
AT3G22780.1,2659
AT3G22845.1,1054
AT3G22845.2,1130
AT3G22890.1,1905
AT3G22950.1,989
AT3G22950.2,973
AT3G22960.1,2256
AT3G22970.1,1935
AT3G22970.2,1933
AT3G22990.1,1662
AT3G23000.1,1664
AT3G23030.1,1060
AT3G23030.2,1358
AT3G23050.1,1333
AT3G23050.2,1021
AT3G23050.3,1543
AT3G23080.1,1574
AT3G23080.2,1548
AT3G23080.3,1187
AT3G23280.1,2016
AT3G23280.2,1944
AT3G23300.1,2652
AT3G23300.2,2216
AT3G23310.1,2621
AT3G23325.1,588
AT3G23340.1,1803
AT3G23340.2,1701
AT3G23390.1,624
AT3G23400.1,1186
AT3G23400.2,1705
AT3G23400.3,1615
AT3G23400.4,1217
AT3G23450.1,2146
AT3G23450.2,1897
AT3G23450.3,1812
AT3G23450.4,1812
AT3G23490.1,1333
AT3G23490.2,1149
AT3G23490.3,1174
AT3G23530.1,3413
AT3G23540.1,2328
AT3G23540.3,2522
AT3G23570.1,1211
AT3G23570.2,1292
AT3G23570.3,1286
AT3G23580.1,1690
AT3G23600.1,1295
AT3G23600.2,1002
AT3G23620.1,1416
AT3G23640.1,3407
AT3G23640.2,3749
AT3G23640.3,3729
AT3G23690.1,2143
AT3G23700.1,1586
AT3G23730.1,1216
AT3G23750.1,3562
AT3G23805.1,913
AT3G23810.1,1932
AT3G23820.1,2599
AT3G23830.1,1082
AT3G23830.2,1070
AT3G23900.1,3562
AT3G23900.3,3446
AT3G23900.4,3571
AT3G23920.1,2519
AT3G23940.1,2220
AT3G23940.2,2163
AT3G23980.1,3150
AT3G23990.1,2275
AT3G24040.1,1573
AT3G24050.1,1410
AT3G24080.1,2263
AT3G24080.2,2214
AT3G24080.3,2233
AT3G24080.4,2202
AT3G24100.1,629
AT3G24120.1,1393
AT3G24120.2,1353
AT3G24160.1,1684
AT3G24170.1,2242
AT3G24170.2,1900
AT3G24170.3,1809
AT3G24180.1,3743
AT3G24180.2,3621
AT3G24190.1,2786
AT3G24350.1,1533
AT3G24350.2,1511
AT3G24430.1,1939
AT3G24500.1,1092
AT3G24503.1,1945
AT3G24506.1,1047
AT3G24550.1,2540
AT3G24570.1,1008
AT3G24570.2,812
AT3G24590.1,1350
AT3G24590.2,1119
AT3G24770.1,1171
AT3G24830.1,1018
AT3G25040.1,1183
AT3G25120.1,1093
AT3G25140.1,2290
AT3G25150.1,1991
AT3G25150.2,1895
AT3G25220.1,753
AT3G25230.1,2310
AT3G25230.2,2009
AT3G25410.1,1915
AT3G25470.1,1317
AT3G25480.1,1188
AT3G25500.1,3640
AT3G25520.1,1340
AT3G25520.2,999
AT3G25520.3,1456
AT3G25530.1,1541
AT3G25530.2,1065
AT3G25530.3,1326
AT3G25585.1,1912
AT3G25585.2,1711
AT3G25585.3,1849
AT3G25585.4,1908
AT3G25585.5,2013
AT3G25585.6,1458
AT3G25660.1,2091
AT3G25690.1,3947
AT3G25690.2,3418
AT3G25690.3,2995
AT3G25690.4,3603
AT3G25690.5,3442
AT3G25690.6,4364
AT3G25710.1,1525
AT3G25717.1,570
AT3G25760.1,1191
AT3G25770.1,1300
AT3G25800.1,2214
AT3G25800.2,2099
AT3G25800.3,2262
AT3G25805.1,1232
AT3G25820.1,2660
AT3G25820.3,3125
AT3G25830.1,2660
AT3G25860.1,2070
AT3G25890.1,2079
AT3G25890.2,2111
AT3G25910.1,1515
AT3G25920.1,1144
AT3G26000.1,2386
AT3G26030.1,2525
AT3G26060.1,1246
AT3G26060.2,1020
AT3G26060.3,725
AT3G26070.1,1450
AT3G26085.1,1171
AT3G26085.2,1341
AT3G26085.3,983
AT3G26085.4,1345
AT3G26180.1,2004
AT3G26280.1,1712
AT3G26280.2,1920
AT3G26290.1,1622
AT3G26290.2,2048
AT3G26300.1,1800
AT3G26340.1,1253
AT3G26370.1,2084
AT3G26370.2,2172
AT3G26395.1,442
AT3G26420.1,3033
AT3G26430.1,3162
AT3G26450.1,1024
AT3G26510.1,2139
AT3G26510.2,1044
AT3G26510.3,1150
AT3G26510.4,2078
AT3G26510.5,2328
AT3G26510.6,2452
AT3G26520.1,1290
AT3G26560.1,4272
AT3G26570.1,2384
AT3G26570.2,2461
AT3G26580.1,1388
AT3G26618.1,2055
AT3G26630.1,1757
AT3G26650.1,1752
AT3G26670.1,2093
AT3G26670.2,2072
AT3G26670.3,2019
AT3G26670.4,2225
AT3G26710.1,1277
AT3G26730.1,2762
AT3G26730.4,2988
AT3G26730.5,2977
AT3G26730.6,2962
AT3G26730.7,2894
AT3G26730.8,2797
AT3G26740.1,1068
AT3G26744.1,2238
AT3G26744.2,2006
AT3G26744.4,1857
AT3G26744.5,2150
AT3G26744.6,2047
AT3G26780.1,1585
AT3G26890.1,2986
AT3G26890.7,3263
AT3G26890.8,3499
AT3G26900.1,1046
AT3G26900.2,1292
AT3G26900.3,1200
AT3G26932.1,1952
AT3G26932.2,2079
AT3G26932.3,2175
AT3G26935.1,2088
AT3G26950.1,2213
AT3G26980.1,1439
AT3G27020.1,2653
AT3G27050.1,947
AT3G27060.1,1692
AT3G27080.1,1052
AT3G27090.1,1469
AT3G27090.2,1717
AT3G27090.3,1722
AT3G27110.1,1482
AT3G27110.2,1416
AT3G27160.1,1065
AT3G27160.2,1035
AT3G27170.1,2836
AT3G27230.1,1764
AT3G27240.1,1530
AT3G27260.1,3313
AT3G27260.2,3253
AT3G27260.3,3284
AT3G27300.1,2057
AT3G27300.2,2134
AT3G27300.3,1920
AT3G27300.4,2080
AT3G27300.5,2067
AT3G27310.1,1193
AT3G27320.1,2034
AT3G27320.2,1938
AT3G27340.1,931
AT3G27340.2,690
AT3G27340.3,659
AT3G27340.4,1051
AT3G27350.1,2369
AT3G27350.2,1635
AT3G27350.3,1636
AT3G27360.1,833
AT3G27380.1,2546
AT3G27380.2,2525
AT3G27390.1,2243
AT3G27390.2,2516
AT3G27430.1,1228
AT3G27430.2,1394
AT3G27430.3,1169
AT3G27570.1,1703
AT3G27570.2,1543
AT3G27690.1,1170
AT3G27690.2,1465
AT3G27740.1,1676
AT3G27770.1,1480
AT3G27770.2,1190
AT3G27820.1,1979
AT3G27830.1,978
AT3G27830.2,1009
AT3G27850.1,959
AT3G27890.1,898
AT3G27925.1,1779
AT3G27925.2,1467
AT3G28040.1,3482
AT3G28050.1,1695
AT3G28180.1,2619
AT3G28200.1,1540
AT3G28220.1,1588
AT3G28270.1,1966
AT3G28270.2,1524
AT3G28290.1,1672
AT3G28300.1,1672
AT3G28460.1,1503
AT3G28460.2,1658
AT3G28460.3,1328
AT3G28690.1,2716
AT3G28690.2,2426
AT3G28710.1,1544
AT3G28715.1,1546
AT3G28715.2,1484
AT3G28720.1,2459
AT3G28720.2,2487
AT3G28730.1,2238
AT3G28740.1,1597
AT3G28860.1,4333
AT3G28900.1,1267
AT3G28920.1,1529
AT3G28940.1,1338
AT3G29160.1,2112
AT3G29160.2,1964
AT3G29160.3,1799
AT3G29180.1,2130
AT3G29180.2,1828
AT3G29180.3,1881
AT3G29185.1,1451
AT3G29185.2,1937
AT3G29200.1,1966
AT3G29240.1,1233
AT3G29240.2,1647
AT3G29270.1,1389
AT3G29270.2,2119
AT3G29290.1,2533
AT3G29290.2,2446
AT3G29290.3,2427
AT3G29290.4,2358
AT3G29290.5,2232
AT3G29320.1,3180
AT3G29350.1,878
AT3G29360.1,2005
AT3G29360.2,1790
AT3G29575.1,1386
AT3G29575.3,1132
AT3G29575.4,1118
AT3G30180.1,1913
AT3G30300.1,2588
AT3G30300.2,2632
AT3G30390.1,1962
AT3G30390.2,2393
AT3G30390.3,2048
AT3G30775.1,2086
AT3G30775.2,2174
AT3G32930.1,1126
AT3G32930.2,1090
AT3G32980.1,1541
AT3G33530.1,4259
AT3G33530.2,4154
AT3G33530.3,4390
AT3G33530.4,4253
AT3G42050.1,2096
AT3G42150.1,764
AT3G42150.2,974
AT3G42150.3,1465
AT3G42170.1,2461
AT3G42170.2,2386
AT3G42790.1,1165
AT3G42950.1,2605
AT3G43220.1,3254
AT3G43220.2,3014
AT3G43220.3,3166
AT3G43230.1,1892
AT3G43300.1,5616
AT3G43300.2,5428
AT3G43300.3,5857
AT3G43520.1,1077
AT3G43540.1,1552
AT3G43540.2,1629
AT3G43670.1,2391
AT3G43720.1,955
AT3G43720.2,784
AT3G43740.1,1017
AT3G43740.2,1069
AT3G43810.1,1050
AT3G43810.2,947
AT3G43810.3,1946
AT3G43810.4,1086
AT3G43980.1,576
AT3G44010.1,825
AT3G44010.2,554
AT3G44020.1,784
AT3G44100.1,949
AT3G44110.1,1944
AT3G44110.2,1614
AT3G44190.1,1620
AT3G44190.2,1690
AT3G44280.1,874
AT3G44280.2,968
AT3G44310.1,1982
AT3G44310.2,1454
AT3G44310.3,1180
AT3G44310.4,1416
AT3G44330.1,2394
AT3G44340.1,3869
AT3G44340.2,3885
AT3G44340.3,3998
AT3G44340.4,3899
AT3G44340.5,3888
AT3G44380.1,1102
AT3G44430.1,1494
AT3G44450.1,1165
AT3G44480.1,4205
AT3G44480.2,4378
AT3G44480.3,5468
AT3G44480.4,4384
AT3G44480.5,4580
AT3G44610.1,1751
AT3G44620.1,1315
AT3G44620.2,1229
AT3G44630.1,4264
AT3G44630.2,4192
AT3G44630.4,4694
AT3G44720.1,1903
AT3G44735.1,731
AT3G44750.1,1418
AT3G44750.2,1057
AT3G44880.1,2017
AT3G44890.1,1216
AT3G44990.1,1393
AT3G45030.1,717
AT3G45050.1,870
AT3G45050.2,817
AT3G45050.3,960
AT3G45050.4,789
AT3G45140.1,3002
AT3G45140.2,3186
AT3G45160.1,755
AT3G45190.1,2955
AT3G45190.2,3185
AT3G45210.1,1486
AT3G45300.1,1632
AT3G45600.1,1173
AT3G45630.1,3647
AT3G45630.2,3758
AT3G45640.1,1858
AT3G45730.1,911
AT3G45770.1,1584
AT3G45770.2,1344
AT3G45780.1,3449
AT3G45780.2,3451
AT3G45850.1,3675
AT3G45850.2,3642
AT3G45930.1,694
AT3G45980.1,727
AT3G46000.1,1120
AT3G46000.2,1062
AT3G46000.3,1288
AT3G46010.1,1049
AT3G46010.2,905
AT3G46030.1,748
AT3G46040.1,835
AT3G46060.1,1194
AT3G46060.2,1142
AT3G46060.3,1061
AT3G46100.1,1816
AT3G46290.1,3260
AT3G46320.1,644
AT3G46430.1,573
AT3G46450.1,2241
AT3G46450.2,2085
AT3G46450.3,1947
AT3G46460.1,1065
AT3G46460.2,1157
AT3G46510.1,2716
AT3G46560.1,719
AT3G46590.1,2274
AT3G46590.2,2647
AT3G46590.3,2240
AT3G46590.4,2498
AT3G46590.5,1871
AT3G46610.1,2377
AT3G46610.2,2471
AT3G46630.1,1298
AT3G46740.1,2863
AT3G46780.1,1865
AT3G46820.1,1666
AT3G46830.1,1464
AT3G46830.2,1252
AT3G46845.1,736
AT3G46970.1,3168
AT3G47000.1,2092
AT3G47000.2,2177
AT3G47070.1,1142
AT3G47080.1,2177
AT3G47160.1,1579
AT3G47160.2,1260
AT3G47160.3,1747
AT3G47250.1,1820
AT3G47250.2,2035
AT3G47250.3,2020
AT3G47290.1,2145
AT3G47290.2,2111
AT3G47295.1,460
AT3G47340.1,2439
AT3G47340.2,2299
AT3G47340.3,2380
AT3G47340.4,1906
AT3G47350.1,2605
AT3G47370.1,753
AT3G47370.2,620
AT3G47370.3,767
AT3G47420.1,2077
AT3G47420.2,2800
AT3G47420.3,2627
AT3G47430.1,1069
AT3G47450.1,1911
AT3G47450.2,1911
AT3G47470.1,1295
AT3G47500.1,1900
AT3G47520.1,2129
AT3G47550.1,1430
AT3G47550.2,1505
AT3G47550.3,1409
AT3G47550.6,1472
AT3G47620.1,2467
AT3G47650.1,908
AT3G47670.1,1096
AT3G47730.1,3489
AT3G47800.1,1450
AT3G47810.1,841
AT3G47810.2,1289
AT3G47810.3,957
AT3G47833.1,852
AT3G47910.1,5514
AT3G47910.2,5559
AT3G47960.1,2247
AT3G47965.1,522
AT3G48000.1,2161
AT3G48050.1,5958
AT3G48050.2,5878
AT3G48070.1,2115
AT3G48110.1,3527
AT3G48140.1,758
AT3G48170.1,2056
AT3G48200.1,4073
AT3G48310.1,1862
AT3G48360.1,2077
AT3G48360.2,2419
AT3G48360.3,1885
AT3G48420.1,1284
AT3G48430.1,4772
AT3G48530.1,1627
AT3G48560.1,2467
AT3G48570.1,883
AT3G48590.1,1085
AT3G48610.1,1986
AT3G48680.1,1211
AT3G48690.1,1189
AT3G48720.1,1855
AT3G48730.1,1773
AT3G48740.1,1387
AT3G48750.1,1499
AT3G48760.1,1907
AT3G48780.1,2625
AT3G48780.2,2772
AT3G48870.1,3293
AT3G48870.2,3214
AT3G48870.3,3417
AT3G48870.4,3320
AT3G48890.1,1158
AT3G48930.1,821
AT3G48990.1,2203
AT3G49010.1,891
AT3G49010.2,950
AT3G49010.3,906
AT3G49010.4,875
AT3G49010.6,1249
AT3G49010.7,1243
AT3G49080.1,1766
AT3G49120.1,1522
AT3G49140.1,2010
AT3G49220.1,2109
AT3G49220.2,3927
AT3G49220.3,2215
AT3G49260.1,1888
AT3G49260.2,1623
AT3G49260.3,1740
AT3G49260.4,1781
AT3G49390.1,2250
AT3G49390.2,1915
AT3G49390.3,2206
AT3G49430.1,1458
AT3G49430.2,1417
AT3G49430.4,2387
AT3G49430.5,2217
AT3G49430.6,1852
AT3G49430.7,1630
AT3G49470.1,1008
AT3G49470.2,795
AT3G49490.1,3132
AT3G49560.1,1227
AT3G49670.1,3609
AT3G49680.1,1753
AT3G49680.2,1575
AT3G49720.1,1152
AT3G49720.2,1153
AT3G49720.3,1041
AT3G49780.1,1642
AT3G49870.1,1219
AT3G49870.2,1557
AT3G49880.1,2321
AT3G49910.1,1227
AT3G49940.1,1772
AT3G49990.1,1925
AT3G50000.1,1579
AT3G50340.1,1854
AT3G50360.1,1053
AT3G50370.1,7163
AT3G50370.2,7367
AT3G50500.1,1720
AT3G50500.2,1574
AT3G50530.1,2960
AT3G50530.2,2477
AT3G50590.1,5231
AT3G50590.2,5354
AT3G50670.1,1792
AT3G50670.2,2424
AT3G50685.1,680
AT3G50740.1,1998
AT3G50750.1,1564
AT3G50790.1,1705
AT3G50790.2,1515
AT3G50820.1,1327
AT3G50830.1,1214
AT3G50950.1,2898
AT3G50950.2,2750
AT3G50970.1,969
AT3G51000.1,1327
AT3G51010.1,955
AT3G51040.2,1601
AT3G51050.1,2543
AT3G51130.1,1687
AT3G51140.1,1636
AT3G51140.2,1387
AT3G51150.1,3779
AT3G51150.2,4002
AT3G51150.3,3838
AT3G51150.4,3664
AT3G51160.1,1732
AT3G51240.1,1508
AT3G51240.2,1356
AT3G51250.1,1747
AT3G51250.2,2174
AT3G51260.1,1301
AT3G51260.2,1141
AT3G51270.1,1732
AT3G51270.2,1670
AT3G51270.3,1635
AT3G51270.4,1677
AT3G51310.1,2809
AT3G51370.1,2086
AT3G51370.2,1671
AT3G51370.3,1670
AT3G51420.1,2064
AT3G51460.1,2463
AT3G51500.1,696
AT3G51510.1,1204
AT3G51520.1,1330
AT3G51550.1,3191
AT3G51580.1,1988
AT3G51580.2,1963
AT3G51600.1,979
AT3G51610.1,1069
AT3G51630.1,2499
AT3G51630.2,2263
AT3G51660.1,819
AT3G51670.1,1849
AT3G51730.1,1142
AT3G51780.1,1541
AT3G51800.1,1705
AT3G51800.2,1581
AT3G51800.3,1395
AT3G51820.1,1729
AT3G51840.1,1937
AT3G51850.1,2261
AT3G51850.2,2473
AT3G51850.3,2251
AT3G51880.1,1025
AT3G51880.2,983
AT3G51880.3,997
AT3G51880.4,822
AT3G51880.5,917
AT3G51895.1,2310
AT3G51895.2,2438
AT3G51920.1,1027
AT3G51950.1,2724
AT3G51950.2,2802
AT3G51950.3,3021
AT3G51950.4,2437
AT3G52060.1,1664
AT3G52090.1,785
AT3G52090.2,786
AT3G52120.1,1712
AT3G52120.2,1800
AT3G52120.3,1682
AT3G52140.1,4801
AT3G52140.2,4632
AT3G52140.3,4599
AT3G52140.4,4765
AT3G52150.1,1198
AT3G52150.2,1064
AT3G52155.1,1159
AT3G52155.2,1245
AT3G52200.1,2428
AT3G52200.2,2549
AT3G52220.1,1026
AT3G52230.1,918
AT3G52240.1,2472
AT3G52300.1,1097
AT3G52300.2,893
AT3G52340.1,1767
AT3G52340.2,1819
AT3G52340.3,1668
AT3G52340.4,1831
AT3G52340.5,1746
AT3G52340.6,1699
AT3G52360.1,948
AT3G52380.1,1454
AT3G52470.1,1113
AT3G52500.1,2192
AT3G52560.1,943
AT3G52560.2,868
AT3G52560.3,891
AT3G52560.4,937
AT3G52580.1,896
AT3G52590.1,927
AT3G52660.1,1894
AT3G52660.2,2634
AT3G52660.3,2322
AT3G52720.1,1515
AT3G52720.3,2010
AT3G52720.4,1218
AT3G52730.1,718
AT3G52730.2,1119
AT3G52760.1,1180
AT3G52800.1,1212
AT3G52800.2,1373
AT3G52840.1,2543
AT3G52840.2,2636
AT3G52850.1,2372
AT3G52870.1,1811
AT3G52880.1,1846
AT3G52880.2,1753
AT3G52920.1,1232
AT3G52920.2,1209
AT3G52930.1,2042
AT3G52950.1,2292
AT3G52950.2,2112
AT3G52960.1,1162
AT3G52990.1,2197
AT3G52990.2,2152
AT3G53020.1,866
AT3G53110.1,1860
AT3G53130.1,3355
AT3G53180.1,3079
AT3G53260.1,2887
AT3G53280.1,1704
AT3G53420.1,1573
AT3G53420.2,1278
AT3G53430.1,1208
AT3G53460.1,1783
AT3G53460.2,1181
AT3G53460.3,1569
AT3G53460.4,1599
AT3G53470.1,765
AT3G53470.2,770
AT3G53500.1,1547
AT3G53500.2,1335
AT3G53500.3,1823
AT3G53520.1,1912
AT3G53520.2,1527
AT3G53520.3,1531
AT3G53520.4,1884
AT3G53560.1,1513
AT3G53560.2,1552
AT3G53580.1,1469
AT3G53610.1,1355
AT3G53610.2,1028
AT3G53610.3,1478
AT3G53630.1,1153
AT3G53630.2,1552
AT3G53710.1,1958
AT3G53710.2,1972
AT3G53710.3,1698
AT3G53730.1,1131
AT3G53740.1,557
AT3G53740.2,733
AT3G53740.3,594
AT3G53740.4,682
AT3G53870.1,1109
AT3G53970.1,1275
AT3G53970.2,1396
AT3G53980.1,803
AT3G53980.2,565
AT3G53990.1,1016
AT3G53990.2,977
AT3G54030.1,1984
AT3G54050.1,1621
AT3G54050.2,1379
AT3G54080.1,1756
AT3G54090.1,1729
AT3G54110.1,1355
AT3G54140.1,2297
AT3G54140.2,1971
AT3G54170.1,1364
AT3G54190.1,2026
AT3G54200.1,1011
AT3G54210.1,997
AT3G54290.1,1694
AT3G54300.1,1242
AT3G54300.2,974
AT3G54300.3,1447
AT3G54350.1,2848
AT3G54350.2,2916
AT3G54350.3,2744
AT3G54350.4,2868
AT3G54350.5,2557
AT3G54360.1,1730
AT3G54360.2,1572
AT3G54400.1,1708
AT3G54440.1,3790
AT3G54440.2,3604
AT3G54440.3,3613
AT3G54470.1,1786
AT3G54480.1,1246
AT3G54480.3,1419
AT3G54480.4,1353
AT3G54480.5,1180
AT3G54480.6,1060
AT3G54500.1,2330
AT3G54500.2,2522
AT3G54500.3,2333
AT3G54500.4,2452
AT3G54500.5,2283
AT3G54500.6,2246
AT3G54500.7,2147
AT3G54500.8,2067
AT3G54540.1,2659
AT3G54540.2,2494
AT3G54560.1,891
AT3G54560.2,829
AT3G54600.1,1752
AT3G54620.1,1556
AT3G54620.2,1573
AT3G54620.3,1489
AT3G54640.1,1456
AT3G54660.1,2332
AT3G54680.1,1311
AT3G54690.1,1477
AT3G54760.1,3011
AT3G54760.2,2918
AT3G54840.1,1118
AT3G54840.2,1031
AT3G54840.3,1036
AT3G54880.1,1060
AT3G54890.1,1182
AT3G54890.2,1007
AT3G54890.3,1042
AT3G54890.4,1200
AT3G54900.1,1108
AT3G54920.1,2214
AT3G55020.1,3043
AT3G55020.2,3234
AT3G55020.3,3181
AT3G55030.1,1394
AT3G55040.1,1100
AT3G55070.1,1837
AT3G55070.2,1971
AT3G55130.1,2615
AT3G55140.1,1415
AT3G55140.2,1403
AT3G55170.1,718
AT3G55170.2,568
AT3G55170.3,786
AT3G55170.4,744
AT3G55170.5,676
AT3G55200.1,4387
AT3G55200.2,4338
AT3G55200.3,3889
AT3G55220.1,4312
AT3G55240.1,1456
AT3G55250.1,1430
AT3G55260.1,2085
AT3G55270.1,3130
AT3G55280.1,903
AT3G55280.2,710
AT3G55280.3,755
AT3G55330.1,1102
AT3G55360.1,1431
AT3G55380.1,1345
AT3G55380.2,997
AT3G55400.1,2168
AT3G55400.2,2249
